pbvol,pbcount,pbval,pbprice,pbvolpot,psvol,pscount,psval,psprice,psvolpot,lbvol,lbcount,lbval,lbprice,lbvolpot,lsvol,lscount,lsval,lsprice,lsvolpot,lpchg
1397717,191,34979782260,25026.369615594573,100,1399417,337,35022558260,25026.534806994627,100,1700,1,42776000,25162.352941176472,0,0,0,0,0,0,-1700
