pbvol,pbcount,pbval,pbprice,pbvolpot,psvol,pscount,psval,psprice,psvolpot,lbvol,lbcount,lbval,lbprice,lbvolpot,lsvol,lscount,lsval,lsprice,lsvolpot,lpchg
2113048,211,75147881750,35563.73624735453,100,1435619,200,50934706630,35479.26478404089,68,600,1,20454000,34090,0,678029,6,24233629120,35741.287054093555,32,677429
