pbvol,pbcount,pbval,pbprice,pbvolpot,psvol,pscount,psval,psprice,psvolpot,lbvol,lbcount,lbval,lbprice,lbvolpot,lsvol,lscount,lsval,lsprice,lsvolpot,lpchg
29679610,2447,340293647746,11465.570057894965,82,35192157,2840,403804792510,11474.283673774245,98,6353885,14,73221554235,11523.902971961248,18,841338,3,9710409471,11541.627111814752,2,-5512547
