pbvol,pbcount,pbval,pbprice,pbvolpot,psvol,pscount,psval,psprice,psvolpot,lbvol,lbcount,lbval,lbprice,lbvolpot,lsvol,lscount,lsval,lsprice,lsvolpot,lpchg
10580109,805,74289185180,7021.589775681895,100,10020109,589,70364479140,7022.326717204373,94,50000,1,349500000,6990,0,610000,5,4274206040,7006.895147540984,6,560000
