pbvol,pbcount,pbval,pbprice,pbvolpot,psvol,pscount,psval,psprice,psvolpot,lbvol,lbcount,lbval,lbprice,lbvolpot,lsvol,lscount,lsval,lsprice,lsvolpot,lpchg
15096506,1516,256965819110,17021.542541698058,95,14240197,1454,242237894030,17010.852731180614,90,800000,2,13614757300,17018.446625,5,1656309,5,28342682380,17111.953373434546,10,856309
