time,last,close,open,high,low,count,volume,value,discarded
64617,8420,8520,0,0,0,0,0,0,0
90017,8520,8520,8520,8520,8520,1,4000,34080000,0
90017,8520,8520,8520,8520,8520,2,7500,63900000,0
90017,8520,8520,8520,8520,8520,3,9328,79474560,0
90017,8520,8520,8520,8520,8520,4,10200,86904000,0
90017,8520,8520,8520,8520,8520,5,10655,90780600,0
90017,8520,8520,8520,8520,8520,6,10757,91649640,0
90017,8520,8520,8520,8520,8520,7,10827,92246040,0
90030,8520,8520,8520,8520,8520,8,20091,171175320,0
90108,8520,8520,8520,8520,8520,9,20827,177446040,0
90135,8520,8520,8520,8520,8520,10,21319,181637880,0
90135,8550,8520,8520,8550,8520,11,21550,183612930,0
90156,8550,8520,8520,8550,8520,12,22319,190187880,0
90206,8410,8520,8520,8550,8410,13,32319,274287880,0
90207,8600,8520,8520,8600,8410,14,37825,321639480,0
90207,8600,8520,8520,8600,8410,15,40825,347439480,0
90219,8650,8520,8520,8650,8410,16,43788,373069430,0
90219,8650,8520,8520,8650,8410,17,45788,390369430,0
90225,8700,8520,8520,8700,8410,18,53774,459847630,0
90225,8700,8520,8520,8700,8410,19,54774,468547630,0
90225,8700,8520,8520,8700,8410,20,72304,621058630,0
90225,8700,8520,8520,8700,8410,21,76304,655858630,0
90225,8800,8520,8520,8800,8410,22,81054,697658630,0
90225,8800,8530,8520,8800,8410,23,103046,891188230,0
90228,8800,8530,8520,8800,8410,24,113046,979188230,0
90331,8700,8530,8520,8800,8410,25,114546,992238230,0
90331,8700,8530,8520,8800,8410,26,114731,993847730,0
90333,8700,8530,8520,8800,8410,27,116731,1011247730,0
90333,8700,8530,8520,8800,8410,28,118731,1028647730,0
90333,8700,8530,8520,8800,8410,29,123731,1072147730,0
90336,8700,8530,8520,8800,8410,30,132015,1144218530,0
90341,8660,8530,8520,8800,8410,31,136436,1182504390,0
90346,8650,8530,8520,8800,8410,32,136473,1182824440,0
90346,8650,8530,8520,8800,8410,33,141436,1225754390,0
90350,8650,8530,8520,8800,8410,34,142231,1232631140,0
90350,8650,8530,8520,8800,8410,35,142936,1238729390,0
90358,8650,8530,8520,8800,8410,36,144436,1251704390,0
90358,8660,8530,8520,8800,8410,37,145015,1256718530,0
90406,8660,8530,8520,8800,8410,38,146015,1265378530,0
90407,8700,8530,8520,8800,8410,39,147731,1280307730,0
90407,8700,8530,8520,8800,8410,40,148731,1289007730,0
90407,8700,8530,8520,8800,8410,41,153731,1332507730,0
90407,8700,8530,8520,8800,8410,42,156015,1352378530,0
90411,8660,8530,8520,8800,8410,43,160323,1389685810,0
90412,8660,8530,8520,8800,8410,44,161323,1398345810,0
90420,8700,8530,8520,8800,8410,45,170624,1479264510,0
90420,8700,8530,8520,8800,8410,46,171624,1487964510,0
90420,8700,8540,8520,8800,8410,47,181624,1574964510,0
90438,8700,8540,8520,8800,8410,48,182374,1581489510,0
90445,8700,8540,8520,8800,8410,49,192374,1668489510,0
90447,8700,8540,8520,8800,8410,50,193374,1677189510,0
90507,8700,8540,8520,8800,8410,51,217039,1883075010,0
90507,8700,8540,8520,8800,8410,52,228521,1982968410,0
90507,8700,8540,8520,8800,8410,53,230521,2000368410,0
90512,8660,8540,8520,8800,8410,54,252134,2187536990,0
90512,8660,8540,8520,8800,8410,55,253283,2197487330,0
90521,8650,8540,8520,8800,8410,56,254283,2206137330,0
90546,8660,8540,8520,8800,8410,57,259669,2252780090,0
90546,8660,8540,8520,8800,8410,58,281283,2439957330,0
90547,8660,8540,8520,8800,8410,59,282169,2447630090,0
90548,8650,8540,8520,8800,8410,60,283205,2456591490,0
90548,8660,8550,8520,8800,8410,61,286319,2483558730,0
90548,8690,8550,8520,8800,8410,62,286919,2488772730,0
90548,8690,8550,8520,8800,8410,63,288919,2506152730,0
90548,8690,8550,8520,8800,8410,64,289919,2514842730,0
90604,8690,8550,8520,8800,8410,65,306765,2661234470,0
90604,8690,8550,8520,8800,8410,66,316765,2748134470,0
90610,8650,8550,8520,8800,8410,67,324729,2817023070,0
90610,8650,8550,8520,8800,8410,68,328765,2851934470,0
90615,8690,8560,8520,8800,8410,69,393009,3410214830,0
90617,8690,8560,8520,8800,8410,70,401919,3487642730,0
90635,8690,8560,8520,8800,8410,71,419919,3644062730,0
90637,8690,8560,8520,8800,8410,72,420662,3650519400,0
90642,8690,8560,8520,8800,8410,73,429919,3730962730,0
90649,8700,8560,8520,8800,8410,74,430919,3739662730,0
90649,8700,8560,8520,8800,8410,75,431919,3748362730,0
90652,8690,8560,8520,8800,8410,76,432662,3754819400,0
90652,8690,8560,8520,8800,8410,77,437662,3798269400,0
90652,8650,8560,8520,8800,8410,78,447126,3880133000,0
90652,8650,8560,8520,8800,8410,79,497126,4312633000,0
90710,8650,8560,8520,8800,8410,80,497726,4317823000,0
90715,8650,8560,8520,8800,8410,81,507726,4404323000,0
90727,8650,8570,8520,8800,8410,82,514636,4464094500,0
90743,8560,8570,8520,8800,8410,83,516336,4478646500,0
90743,8560,8570,8520,8800,8410,84,518336,4495766500,0
90743,8550,8570,8520,8800,8410,85,519919,4509301150,0
90824,8560,8570,8520,8800,8410,86,520719,4516149150,0
90824,8560,8570,8520,8800,8410,87,521519,4522997150,0
90824,8560,8570,8520,8800,8410,88,521561,4523356670,0
90843,8570,8570,8520,8800,8410,89,522695,4533075050,0
90843,8560,8570,8520,8800,8410,90,523829,4542782090,0
90843,8550,8570,8520,8800,8410,91,524390,4547578640,0
90843,8640,8570,8520,8800,8410,92,525390,4556218640,0
90843,8650,8570,8520,8800,8410,93,529390,4590818640,0
90910,8650,8570,8520,8800,8410,94,529590,4592548640,0
90910,8650,8570,8520,8800,8410,95,529995,4596051890,0
90912,8650,8570,8520,8800,8410,96,530874,4603655240,0
90912,8650,8570,8520,8800,8410,97,535874,4646905240,0
90941,8650,8570,8520,8800,8410,98,565874,4906405240,0
90947,8680,8570,8520,8800,8410,99,575874,4993205240,0
90948,8680,8570,8520,8800,8410,100,576474,4998413240,0
90948,8680,8570,8520,8800,8410,101,577474,5007093240,0
90952,8680,8570,8520,8800,8410,102,582474,5050493240,0
91002,8680,8570,8520,8800,8410,103,592474,5137293240,0
91010,8680,8570,8520,8800,8410,104,598382,5188574680,0
91010,8680,8570,8520,8800,8410,105,599962,5202289080,0
91033,8680,8570,8520,8800,8410,106,600962,5210969080,0
91035,8680,8570,8520,8800,8410,107,601562,5216177080,0
91048,8690,8570,8520,8800,8410,108,602364,5223146460,0
91054,8700,8570,8520,8800,8410,109,607264,5265776460,0
91055,8700,8570,8520,8800,8410,110,611364,5301446460,0
91055,8700,8570,8520,8800,8410,111,612064,5307536460,0
91055,8700,8570,8520,8800,8410,112,612264,5309276460,0
91103,8690,8570,8520,8800,8410,113,613354,5318748560,0
91118,8690,8570,8520,8800,8410,114,615354,5336128560,0
91123,8700,8570,8520,8800,8410,115,617154,5351788560,0
91123,8700,8570,8520,8800,8410,116,620354,5379628560,0
91124,8700,8570,8520,8800,8410,117,621109,5386197060,0
91124,8700,8570,8520,8800,8410,118,622462,5397968160,0
91124,8700,8570,8520,8800,8410,119,622854,5401378560,0
91127,8690,8570,8520,8800,8410,120,622954,5402247560,0
91138,8690,8570,8520,8800,8410,121,622962,5402317080,0
91138,8690,8570,8520,8800,8410,122,624350,5414378800,0
91138,8660,8570,8520,8800,8410,123,629350,5457678800,0
91138,8660,8570,8520,8800,8410,124,632864,5488110040,0
91145,8690,8570,8520,8800,8410,125,633468,5493358800,0
91145,8690,8580,8520,8800,8410,126,679954,5897322140,0
91151,8690,8580,8520,8800,8410,127,680093,5898530050,0
91153,8700,8580,8520,8800,8410,128,680701,5903819650,0
91153,8700,8580,8520,8800,8410,129,680999,5906412250,0
91153,8700,8580,8520,8800,8410,130,690093,5985530050,0
91200,8690,8580,8520,8800,8410,131,697622,6050957060,0
91201,8700,8580,8520,8800,8410,132,698422,6057917060,0
91211,8690,8580,8520,8800,8410,133,699022,6063131060,0
91217,8690,8590,8520,8800,8410,134,743664,6451070040,0
91217,8690,8590,8520,8800,8410,135,763664,6624870040,0
91217,8690,8590,8520,8800,8410,136,764811,6634837470,0
91225,8690,8590,8520,8800,8410,137,765022,6636671060,0
91225,8690,8590,8520,8800,8410,138,767022,6654051060,0
91225,8700,8590,8520,8800,8410,139,770431,6683709360,0
