pbvol,pbcount,pbval,pbprice,pbvolpot,psvol,pscount,psval,psprice,psvolpot,lbvol,lbcount,lbval,lbprice,lbvolpot,lsvol,lscount,lsval,lsprice,lsvolpot,lpchg
17398615,686,114700831980,6592.526587892197,94,18489725,832,122037694780,6600.297991452009,100,1109242,2,7458497200,6723.958523027437,6,18132,2,121634400,6708.272667107875,0,-1091110
