pbvol,pbcount,pbval,pbprice,pbvolpot,psvol,pscount,psval,psprice,psvolpot,lbvol,lbcount,lbval,lbprice,lbvolpot,lsvol,lscount,lsval,lsprice,lsvolpot,lpchg
2375586,125,30335089328,12769.518480071865,65,3650211,153,46607561808,12768.456894135708,100,1274625,3,16272472480,12766.47836030205,35,0,0,0,0,0,-1274625
