,DATE,TIME,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD,DATETIME
0,2018.01.01,08:55:00,4166.50,4166.50,4166.50,4166.50,39,39,0,2018-01-01 08:55:00
1,2018.01.01,09:00:00,4168.50,4175.50,4168.50,4175.50,74,74,0,2018-01-01 09:00:00
2,2018.01.01,09:05:00,4183.50,4183.50,4183.50,4183.50,37,37,0,2018-01-01 09:05:00
3,2018.01.01,09:10:00,4186.50,4187.50,4186.50,4187.50,74,74,0,2018-01-01 09:10:00
4,2018.01.01,09:15:00,4188.50,4189.50,4188.50,4189.50,74,74,0,2018-01-01 09:15:00
5,2018.01.01,09:20:00,4189.50,4189.50,4189.50,4189.50,37,37,0,2018-01-01 09:20:00
6,2018.01.01,09:25:00,4190.50,4191.50,4190.50,4191.50,74,74,0,2018-01-01 09:25:00
7,2018.01.01,09:30:00,4192.50,4192.50,4192.50,4192.50,74,74,0,2018-01-01 09:30:00
8,2018.01.01,09:35:00,4193.50,4193.50,4193.50,4193.50,37,37,0,2018-01-01 09:35:00
9,2018.01.01,09:40:00,4193.50,4193.50,4193.50,4193.50,75,75,0,2018-01-01 09:40:00
10,2018.01.01,09:45:00,4193.50,4193.50,4193.50,4193.50,72,72,0,2018-01-01 09:45:00
11,2018.01.01,09:50:00,4193.50,4193.50,4193.50,4193.50,37,37,0,2018-01-01 09:50:00
12,2018.01.01,09:55:00,4193.50,4193.50,4193.50,4193.50,74,74,0,2018-01-01 09:55:00
13,2018.01.01,10:00:00,4193.50,4193.50,4193.50,4193.50,74,74,0,2018-01-01 10:00:00
14,2018.01.01,10:05:00,4193.50,4193.50,4193.50,4193.50,37,37,0,2018-01-01 10:05:00
15,2018.01.01,10:10:00,4194.50,4194.50,4194.50,4194.50,74,74,0,2018-01-01 10:10:00
16,2018.01.01,10:15:00,4194.50,4194.50,4194.50,4194.50,74,74,0,2018-01-01 10:15:00
17,2018.01.01,10:20:00,4194.50,4194.50,4194.50,4194.50,37,37,0,2018-01-01 10:20:00
18,2018.01.01,10:25:00,4194.50,4194.50,4194.50,4194.50,74,74,0,2018-01-01 10:25:00
19,2018.01.01,10:30:00,4194.50,4194.50,4194.50,4194.50,74,74,0,2018-01-01 10:30:00
20,2018.01.01,10:35:00,4194.50,4194.50,4194.50,4194.50,37,37,0,2018-01-01 10:35:00
21,2018.01.01,10:40:00,4194.50,4194.50,4194.50,4194.50,73,73,0,2018-01-01 10:40:00
22,2018.01.01,10:45:00,4194.50,4194.50,4194.50,4194.50,74,74,0,2018-01-01 10:45:00
23,2018.01.01,10:50:00,4194.50,4194.50,4194.50,4194.50,37,37,0,2018-01-01 10:50:00
24,2018.01.01,10:55:00,4194.50,4194.50,4194.50,4194.50,74,74,0,2018-01-01 10:55:00
25,2018.01.01,11:00:00,4194.50,4194.50,4194.50,4194.50,74,74,0,2018-01-01 11:00:00
26,2018.01.01,11:05:00,4194.50,4194.50,4194.50,4194.50,37,37,0,2018-01-01 11:05:00
27,2018.01.01,11:10:00,4194.50,4194.50,4194.50,4194.50,74,74,0,2018-01-01 11:10:00
28,2018.01.01,11:15:00,4194.50,4194.50,4194.50,4194.50,72,72,0,2018-01-01 11:15:00
29,2018.01.01,11:20:00,4194.50,4194.50,4194.50,4194.50,37,37,0,2018-01-01 11:20:00
30,2018.01.01,11:25:00,4195.50,4195.50,4195.50,4195.50,74,74,0,2018-01-01 11:25:00
31,2018.01.01,11:30:00,4195.50,4195.50,4194.50,4194.50,74,74,0,2018-01-01 11:30:00
32,2018.01.01,11:35:00,4207.85,4207.85,4207.85,4207.85,35,35,0,2018-01-01 11:35:00
33,2018.01.01,11:40:00,4207.74,4207.74,4207.47,4207.47,74,74,0,2018-01-01 11:40:00
34,2018.01.01,11:45:00,4207.65,4207.77,4207.65,4207.77,74,74,0,2018-01-01 11:45:00
35,2018.01.01,11:50:00,4207.64,4207.64,4207.64,4207.64,37,37,0,2018-01-01 11:50:00
36,2018.01.01,11:55:00,4207.42,4207.61,4207.42,4207.61,74,74,0,2018-01-01 11:55:00
37,2018.01.01,12:00:00,4207.30,4207.30,4206.88,4206.88,74,74,0,2018-01-01 12:00:00
38,2018.01.01,12:05:00,4207.31,4207.31,4207.31,4207.31,37,37,0,2018-01-01 12:05:00
39,2018.01.01,12:10:00,4207.13,4207.13,4206.67,4206.67,74,74,0,2018-01-01 12:10:00
40,2018.01.01,12:15:00,4206.53,4206.53,4206.22,4206.22,74,74,0,2018-01-01 12:15:00
41,2018.01.01,12:20:00,4205.78,4205.78,4205.78,4205.78,36,36,0,2018-01-01 12:20:00
42,2018.01.01,12:25:00,4205.13,4205.13,4204.61,4204.61,74,74,0,2018-01-01 12:25:00
43,2018.01.01,12:30:00,4203.63,4203.63,4203.63,4203.63,10,10,0,2018-01-01 12:30:00
44,2018.01.02,08:50:00,4203.63,4203.63,4203.63,4203.63,2,2,0,2018-01-02 08:50:00
45,2018.01.02,08:55:00,4203.63,4203.63,4203.63,4203.63,37,37,0,2018-01-02 08:55:00
46,2018.01.02,09:00:00,4204.22,4210.00,4204.22,4210.00,74,74,0,2018-01-02 09:00:00
47,2018.01.02,09:05:00,4210.65,4210.65,4210.65,4210.65,37,37,0,2018-01-02 09:05:00
48,2018.01.02,09:10:00,4209.69,4209.99,4209.69,4209.99,74,74,0,2018-01-02 09:10:00
49,2018.01.02,09:15:00,4210.79,4212.21,4210.79,4212.21,73,73,0,2018-01-02 09:15:00
50,2018.01.02,09:20:00,4212.85,4212.85,4212.85,4212.85,37,37,0,2018-01-02 09:20:00
51,2018.01.02,09:25:00,4212.77,4212.81,4212.77,4212.81,74,74,0,2018-01-02 09:25:00
52,2018.01.02,09:30:00,4212.89,4212.90,4212.89,4212.90,74,74,0,2018-01-02 09:30:00
53,2018.01.02,09:35:00,4213.25,4213.25,4213.25,4213.25,37,37,0,2018-01-02 09:35:00
54,2018.01.02,09:40:00,4213.78,4214.11,4213.78,4214.11,74,74,0,2018-01-02 09:40:00
55,2018.01.02,09:45:00,4214.10,4214.41,4214.10,4214.41,74,74,0,2018-01-02 09:45:00
56,2018.01.02,09:50:00,4214.34,4214.34,4214.34,4214.34,37,37,0,2018-01-02 09:50:00
57,2018.01.02,09:55:00,4214.63,4215.67,4214.63,4215.67,74,74,0,2018-01-02 09:55:00
58,2018.01.02,10:00:00,4216.18,4216.36,4216.18,4216.36,74,74,0,2018-01-02 10:00:00
59,2018.01.02,10:05:00,4216.39,4216.39,4216.39,4216.39,36,36,0,2018-01-02 10:05:00
60,2018.01.02,10:10:00,4216.37,4216.37,4216.37,4216.37,74,74,0,2018-01-02 10:10:00
61,2018.01.02,10:15:00,4216.18,4216.18,4216.17,4216.17,74,74,0,2018-01-02 10:15:00
62,2018.01.02,10:20:00,4216.23,4216.23,4216.23,4216.23,37,37,0,2018-01-02 10:20:00
63,2018.01.02,10:25:00,4216.05,4216.07,4216.05,4216.07,74,74,0,2018-01-02 10:25:00
64,2018.01.02,10:30:00,4215.98,4215.98,4215.91,4215.91,74,74,0,2018-01-02 10:30:00
65,2018.01.02,10:35:00,4215.79,4215.79,4215.79,4215.79,37,37,0,2018-01-02 10:35:00
66,2018.01.02,10:40:00,4215.57,4215.57,4215.39,4215.39,74,74,0,2018-01-02 10:40:00
67,2018.01.02,10:45:00,4215.27,4215.27,4214.76,4214.76,74,74,0,2018-01-02 10:45:00
68,2018.01.02,10:50:00,4215.52,4215.52,4215.52,4215.52,36,36,0,2018-01-02 10:50:00
69,2018.01.02,10:55:00,4214.77,4214.77,4214.40,4214.40,74,74,0,2018-01-02 10:55:00
70,2018.01.02,11:00:00,4213.81,4213.81,4213.62,4213.62,74,74,0,2018-01-02 11:00:00
71,2018.01.02,11:05:00,4213.42,4213.42,4213.42,4213.42,38,38,0,2018-01-02 11:05:00
72,2018.01.02,11:10:00,4213.28,4213.28,4213.19,4213.19,72,72,0,2018-01-02 11:10:00
73,2018.01.02,11:15:00,4213.12,4213.12,4213.08,4213.08,74,74,0,2018-01-02 11:15:00
74,2018.01.02,11:20:00,4212.95,4212.95,4212.95,4212.95,37,37,0,2018-01-02 11:20:00
75,2018.01.02,11:25:00,4212.91,4212.91,4212.82,4212.82,74,74,0,2018-01-02 11:25:00
76,2018.01.02,11:30:00,4212.59,4212.59,4212.36,4212.36,74,74,0,2018-01-02 11:30:00
77,2018.01.02,11:35:00,4212.38,4212.38,4212.38,4212.38,37,37,0,2018-01-02 11:35:00
78,2018.01.02,11:40:00,4212.01,4212.01,4211.70,4211.70,74,74,0,2018-01-02 11:40:00
79,2018.01.02,11:45:00,4211.90,4212.06,4211.90,4212.06,74,74,0,2018-01-02 11:45:00
80,2018.01.02,11:50:00,4212.17,4212.17,4212.17,4212.17,36,36,0,2018-01-02 11:50:00
81,2018.01.02,11:55:00,4211.91,4212.13,4211.91,4212.13,75,75,0,2018-01-02 11:55:00
82,2018.01.02,12:00:00,4211.96,4211.96,4211.77,4211.77,73,73,0,2018-01-02 12:00:00
83,2018.01.02,12:05:00,4211.50,4211.50,4211.50,4211.50,37,37,0,2018-01-02 12:05:00
84,2018.01.02,12:10:00,4211.43,4211.43,4211.25,4211.25,74,74,0,2018-01-02 12:10:00
85,2018.01.02,12:15:00,4211.14,4211.48,4211.14,4211.48,74,74,0,2018-01-02 12:15:00
86,2018.01.02,12:20:00,4212.49,4212.49,4212.49,4212.49,37,37,0,2018-01-02 12:20:00
87,2018.01.02,12:25:00,4213.20,4213.83,4213.20,4213.83,74,74,0,2018-01-02 12:25:00
88,2018.01.02,12:30:00,4213.79,4213.79,4213.79,4213.79,11,11,0,2018-01-02 12:30:00
89,2018.01.03,08:55:00,4213.79,4213.79,4213.79,4213.79,39,39,0,2018-01-03 08:55:00
90,2018.01.03,09:00:00,4214.69,4214.78,4214.69,4214.78,74,74,0,2018-01-03 09:00:00
91,2018.01.03,09:05:00,4214.94,4214.94,4214.94,4214.94,37,37,0,2018-01-03 09:05:00
92,2018.01.03,09:10:00,4214.64,4214.64,4214.29,4214.29,73,73,0,2018-01-03 09:10:00
93,2018.01.03,09:15:00,4213.88,4213.88,4213.46,4213.46,74,74,0,2018-01-03 09:15:00
94,2018.01.03,09:20:00,4213.18,4213.18,4213.18,4213.18,37,37,0,2018-01-03 09:20:00
95,2018.01.03,09:25:00,4213.01,4213.01,4212.42,4212.42,74,74,0,2018-01-03 09:25:00
96,2018.01.03,09:30:00,4211.60,4211.60,4209.48,4209.48,74,74,0,2018-01-03 09:30:00
97,2018.01.03,09:35:00,4208.52,4208.52,4208.52,4208.52,37,37,0,2018-01-03 09:35:00
98,2018.01.03,09:40:00,4209.30,4209.30,4208.88,4208.88,74,74,0,2018-01-03 09:40:00
99,2018.01.03,09:45:00,4206.74,4206.74,4205.30,4205.30,74,74,0,2018-01-03 09:45:00
100,2018.01.03,09:50:00,4204.98,4204.98,4204.98,4204.98,37,37,0,2018-01-03 09:50:00
101,2018.01.03,09:55:00,4204.78,4204.78,4204.43,4204.43,74,74,0,2018-01-03 09:55:00
102,2018.01.03,10:00:00,4204.01,4204.01,4203.69,4203.69,73,73,0,2018-01-03 10:00:00
103,2018.01.03,10:05:00,4203.36,4203.36,4203.36,4203.36,37,37,0,2018-01-03 10:05:00
104,2018.01.03,10:10:00,4202.29,4202.29,4201.70,4201.70,74,74,0,2018-01-03 10:10:00
105,2018.01.03,10:15:00,4201.21,4201.21,4201.00,4201.00,74,74,0,2018-01-03 10:15:00
106,2018.01.03,10:20:00,4199.85,4199.85,4199.85,4199.85,37,37,0,2018-01-03 10:20:00
107,2018.01.03,10:25:00,4199.45,4199.45,4199.27,4199.27,74,74,0,2018-01-03 10:25:00
108,2018.01.03,10:30:00,4198.93,4198.93,4198.53,4198.53,74,74,0,2018-01-03 10:30:00
109,2018.01.03,10:35:00,4198.37,4198.37,4198.37,4198.37,37,37,0,2018-01-03 10:35:00
110,2018.01.03,10:40:00,4198.32,4198.32,4198.16,4198.16,74,74,0,2018-01-03 10:40:00
111,2018.01.03,10:45:00,4197.98,4197.98,4197.82,4197.82,74,74,0,2018-01-03 10:45:00
112,2018.01.03,10:50:00,4197.26,4197.26,4197.26,4197.26,37,37,0,2018-01-03 10:50:00
113,2018.01.03,10:55:00,4196.95,4196.95,4196.90,4196.90,73,73,0,2018-01-03 10:55:00
114,2018.01.03,11:00:00,4197.27,4197.27,4197.19,4197.19,74,74,0,2018-01-03 11:00:00
115,2018.01.03,11:05:00,4197.85,4197.85,4197.85,4197.85,37,37,0,2018-01-03 11:05:00
116,2018.01.03,11:10:00,4198.16,4198.28,4198.16,4198.28,73,73,0,2018-01-03 11:10:00
117,2018.01.03,11:15:00,4198.24,4198.25,4198.24,4198.25,74,74,0,2018-01-03 11:15:00
118,2018.01.03,11:20:00,4198.52,4198.52,4198.52,4198.52,37,37,0,2018-01-03 11:20:00
119,2018.01.03,11:25:00,4198.49,4198.52,4198.49,4198.52,74,74,0,2018-01-03 11:25:00
120,2018.01.03,11:30:00,4198.22,4198.43,4198.22,4198.43,74,74,0,2018-01-03 11:30:00
121,2018.01.03,11:35:00,4198.49,4198.49,4198.49,4198.49,37,37,0,2018-01-03 11:35:00
122,2018.01.03,11:40:00,4198.69,4198.69,4198.66,4198.66,74,74,0,2018-01-03 11:40:00
123,2018.01.03,11:45:00,4198.62,4198.62,4198.57,4198.57,72,72,0,2018-01-03 11:45:00
124,2018.01.03,11:50:00,4198.56,4198.56,4198.56,4198.56,37,37,0,2018-01-03 11:50:00
125,2018.01.03,11:55:00,4198.54,4199.06,4198.54,4199.06,73,73,0,2018-01-03 11:55:00
126,2018.01.03,12:00:00,4199.06,4199.06,4198.15,4198.15,74,74,0,2018-01-03 12:00:00
127,2018.01.03,12:05:00,4198.18,4198.21,4198.18,4198.21,74,74,0,2018-01-03 12:05:00
128,2018.01.03,12:10:00,4197.38,4197.38,4197.38,4197.38,37,37,0,2018-01-03 12:10:00
129,2018.01.03,12:15:00,4197.10,4197.35,4197.10,4197.35,74,74,0,2018-01-03 12:15:00
130,2018.01.03,12:20:00,4197.30,4197.30,4197.30,4197.30,37,37,0,2018-01-03 12:20:00
131,2018.01.03,12:25:00,4197.07,4197.07,4196.61,4196.61,73,73,0,2018-01-03 12:25:00
132,2018.01.03,12:30:00,4196.35,4196.35,4196.35,4196.35,11,11,0,2018-01-03 12:30:00
133,2018.01.06,08:50:00,4196.33,4196.33,4196.33,4196.33,3,3,0,2018-01-06 08:50:00
134,2018.01.06,08:55:00,4196.33,4196.33,4196.33,4196.33,37,37,0,2018-01-06 08:55:00
135,2018.01.06,09:00:00,4195.03,4195.10,4195.03,4195.10,74,74,0,2018-01-06 09:00:00
136,2018.01.06,09:05:00,4196.46,4198.12,4196.46,4198.12,74,74,0,2018-01-06 09:05:00
137,2018.01.06,09:10:00,4203.22,4203.22,4203.22,4203.22,37,37,0,2018-01-06 09:10:00
138,2018.01.06,09:15:00,4204.86,4207.22,4204.86,4207.22,74,74,0,2018-01-06 09:15:00
139,2018.01.06,09:20:00,4208.63,4208.63,4208.63,4208.63,37,37,0,2018-01-06 09:20:00
