,DATE,TIME,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD,DATETIME
0,2018.01.01,08:55:00,95561.58,95561.58,95561.58,95561.58,39,39,0,2018-01-01 08:55:00
1,2018.01.01,09:00:00,95569.34,95569.34,95569.34,95569.34,73,73,0,2018-01-01 09:00:00
2,2018.01.01,09:05:00,95684.15,95684.15,95684.15,95684.15,37,37,0,2018-01-01 09:05:00
3,2018.01.01,09:10:00,95824.18,95824.18,95824.18,95824.18,73,73,0,2018-01-01 09:10:00
4,2018.01.01,09:15:00,95874.52,95874.52,95874.52,95874.52,73,73,0,2018-01-01 09:15:00
5,2018.01.01,09:20:00,95905.07,95905.07,95905.07,95905.07,37,37,0,2018-01-01 09:20:00
6,2018.01.01,09:25:00,95936.76,95936.76,95936.76,95936.76,73,73,0,2018-01-01 09:25:00
7,2018.01.01,09:30:00,95972.01,95972.01,95972.01,95972.01,73,73,0,2018-01-01 09:30:00
8,2018.01.01,09:35:00,96000.72,96000.72,96000.72,96000.72,36,36,0,2018-01-01 09:35:00
9,2018.01.01,09:40:00,96025.74,96025.74,96025.74,96025.74,74,74,0,2018-01-01 09:40:00
10,2018.01.01,09:45:00,96038.27,96038.27,96038.27,96038.27,72,72,0,2018-01-01 09:45:00
11,2018.01.01,09:50:00,96060.59,96060.59,96060.59,96060.59,37,37,0,2018-01-01 09:50:00
12,2018.01.01,09:55:00,96080.97,96080.97,96080.97,96080.97,73,73,0,2018-01-01 09:55:00
13,2018.01.01,10:00:00,96088.39,96088.39,96088.39,96088.39,73,73,0,2018-01-01 10:00:00
14,2018.01.01,10:05:00,96101.47,96101.47,96101.47,96101.47,37,37,0,2018-01-01 10:05:00
15,2018.01.01,10:10:00,96128.24,96128.24,96128.24,96128.24,72,72,0,2018-01-01 10:10:00
16,2018.01.01,10:15:00,96134.02,96134.02,96134.02,96134.02,73,73,0,2018-01-01 10:15:00
17,2018.01.01,10:20:00,96137.12,96137.12,96137.12,96137.12,37,37,0,2018-01-01 10:20:00
18,2018.01.01,10:25:00,96146.41,96146.41,96146.41,96146.41,73,73,0,2018-01-01 10:25:00
19,2018.01.01,10:30:00,96149.73,96149.73,96149.73,96149.73,73,73,0,2018-01-01 10:30:00
20,2018.01.01,10:35:00,96151.53,96151.53,96151.53,96151.53,37,37,0,2018-01-01 10:35:00
21,2018.01.01,10:40:00,96159.82,96159.82,96159.82,96159.82,73,73,0,2018-01-01 10:40:00
22,2018.01.01,10:45:00,96160.53,96160.53,96160.53,96160.53,73,73,0,2018-01-01 10:45:00
23,2018.01.01,10:50:00,96161.04,96161.04,96161.04,96161.04,36,36,0,2018-01-01 10:50:00
24,2018.01.01,10:55:00,96155.41,96155.41,96155.41,96155.41,73,73,0,2018-01-01 10:55:00
25,2018.01.01,11:00:00,96186.40,96186.40,96186.40,96186.40,74,74,0,2018-01-01 11:00:00
26,2018.01.01,11:05:00,96198.95,96198.95,96198.95,96198.95,36,36,0,2018-01-01 11:05:00
27,2018.01.01,11:10:00,96202.84,96202.84,96202.84,96202.84,73,73,0,2018-01-01 11:10:00
28,2018.01.01,11:15:00,96198.18,96198.18,96198.18,96198.18,71,71,0,2018-01-01 11:15:00
29,2018.01.01,11:20:00,96209.93,96209.93,96209.93,96209.93,37,37,0,2018-01-01 11:20:00
30,2018.01.01,11:25:00,96225.87,96225.87,96225.87,96225.87,73,73,0,2018-01-01 11:25:00
31,2018.01.01,11:30:00,96222.34,96222.34,96222.34,96222.34,73,73,0,2018-01-01 11:30:00
32,2018.01.01,11:35:00,96203.18,96203.18,96203.18,96203.18,36,36,0,2018-01-01 11:35:00
33,2018.01.01,11:40:00,96203.89,96203.89,96203.89,96203.89,73,73,0,2018-01-01 11:40:00
34,2018.01.01,11:45:00,96208.27,96208.27,96208.27,96208.27,72,72,0,2018-01-01 11:45:00
35,2018.01.01,11:50:00,96216.00,96216.00,96216.00,96216.00,38,38,0,2018-01-01 11:50:00
36,2018.01.01,11:55:00,96213.57,96213.57,96213.57,96213.57,72,72,0,2018-01-01 11:55:00
37,2018.01.01,12:00:00,96215.46,96215.46,96215.46,96215.46,73,73,0,2018-01-01 12:00:00
38,2018.01.01,12:05:00,96208.93,96208.93,96208.93,96208.93,37,37,0,2018-01-01 12:05:00
39,2018.01.01,12:10:00,96232.85,96232.85,96232.85,96232.85,73,73,0,2018-01-01 12:10:00
40,2018.01.01,12:15:00,96230.70,96230.70,96230.70,96230.70,73,73,0,2018-01-01 12:15:00
41,2018.01.01,12:20:00,96218.65,96218.65,96218.65,96218.65,37,37,0,2018-01-01 12:20:00
42,2018.01.01,12:25:00,96210.87,96210.87,96210.87,96210.87,72,72,0,2018-01-01 12:25:00
43,2018.01.01,12:30:00,96208.02,96208.02,96208.02,96208.02,10,10,0,2018-01-01 12:30:00
44,2018.01.02,08:50:00,96208.00,96208.00,96208.00,96208.00,2,2,0,2018-01-02 08:50:00
45,2018.01.02,08:55:00,96208.00,96208.00,96208.00,96208.00,38,38,0,2018-01-02 08:55:00
46,2018.01.02,09:00:00,96215.99,96215.99,96215.99,96215.99,73,73,0,2018-01-02 09:00:00
47,2018.01.02,09:05:00,96301.02,96301.02,96301.02,96301.02,36,36,0,2018-01-02 09:05:00
48,2018.01.02,09:10:00,96294.90,96294.90,96294.90,96294.90,74,74,0,2018-01-02 09:10:00
49,2018.01.02,09:15:00,96313.67,96313.67,96313.67,96313.67,72,72,0,2018-01-02 09:15:00
50,2018.01.02,09:20:00,96331.07,96331.07,96331.07,96331.07,37,37,0,2018-01-02 09:20:00
51,2018.01.02,09:25:00,96337.41,96337.41,96337.41,96337.41,73,73,0,2018-01-02 09:25:00
52,2018.01.02,09:30:00,96339.27,96339.27,96339.27,96339.27,73,73,0,2018-01-02 09:30:00
53,2018.01.02,09:35:00,96334.07,96334.07,96334.07,96334.07,37,37,0,2018-01-02 09:35:00
54,2018.01.02,09:40:00,96341.82,96341.82,96341.82,96341.82,73,73,0,2018-01-02 09:40:00
55,2018.01.02,09:45:00,96344.02,96344.02,96344.02,96344.02,73,73,0,2018-01-02 09:45:00
56,2018.01.02,09:50:00,96345.94,96345.94,96345.94,96345.94,36,36,0,2018-01-02 09:50:00
57,2018.01.02,09:55:00,96347.95,96347.95,96347.95,96347.95,73,73,0,2018-01-02 09:55:00
58,2018.01.02,10:00:00,96351.03,96351.03,96351.03,96351.03,73,73,0,2018-01-02 10:00:00
59,2018.01.02,10:05:00,96354.49,96354.49,96354.49,96354.49,37,37,0,2018-01-02 10:05:00
60,2018.01.02,10:10:00,96353.65,96353.65,96353.65,96353.65,73,73,0,2018-01-02 10:10:00
61,2018.01.02,10:15:00,96348.70,96348.70,96348.70,96348.70,73,73,0,2018-01-02 10:15:00
