pbvol,pbcount,pbval,pbprice,pbvolpot,psvol,pscount,psval,psprice,psvolpot,lbvol,lbcount,lbval,lbprice,lbvolpot,lsvol,lscount,lsval,lsprice,lsvolpot,lpchg
9059846,344,76342250920,8426.440241920227,69,7774417,412,65444964490,8417.989990760721,59,4162469,8,35141230650,8442.400568028255,31,5447898,11,46038517080,8450.693658361444,41,1285429
