pbvol,pbcount,pbval,pbprice,pbvolpot,psvol,pscount,psval,psprice,psvolpot,lbvol,lbcount,lbval,lbprice,lbvolpot,lsvol,lscount,lsval,lsprice,lsvolpot,lpchg
7637271,235,22632299875,2963.4014394670558,90,8477595,339,25110453613,2961.97843999389,100,877277,2,2589014717,2951.194112007952,10,36953,1,110860979,3000.053554515195,0,-840324
