pbvol,pbcount,pbval,pbprice,pbvolpot,psvol,pscount,psval,psprice,psvolpot,lbvol,lbcount,lbval,lbprice,lbvolpot,lsvol,lscount,lsval,lsprice,lsvolpot,lpchg
13853791,386,32487118481,2344.998454285906,94,13578245,330,31841153384,2345.0124359959627,92,842470,2,1972094860,2340.8487661281706,6,1118016,3,2618059957,2341.7016903157023,8,275546
