pbvol,pbcount,pbval,pbprice,pbvolpot,psvol,pscount,psval,psprice,psvolpot,lbvol,lbcount,lbval,lbprice,lbvolpot,lsvol,lscount,lsval,lsprice,lsvolpot,lpchg
5688896,419,114747907780,20170.50545132131,93,5508926,267,111227577280,20190.428638903482,90,430000,2,8720700000,20280.697674418603,7,609970,9,12241030500,20068.250077872683,10,179970
